File Name,Image ID,Class Name,Object Number,Area,Centroid,BoundingBox
test_087.png,87,mitochondrion,7,1597.0,"(6.0, 80.54727614276769, 365.45835942391983)","(6, 62, 342, 7, 102, 393)"
test_087.png,87,mitochondrion,8,2146.0,"(7.0, 196.8075489282386, 255.64911463187326)","(7, 170, 231, 8, 225, 280)"
test_087.png,87,mitochondrion,9,1610.0,"(8.0, 158.50496894409937, 398.6714285714286)","(8, 137, 376, 9, 183, 422)"
test_087.png,87,mitochondrion,10,715.0,"(9.0, 52.45454545454545, 946.7664335664335)","(9, 38, 933, 10, 69, 962)"
test_087.png,87,mitochondrion,11,701.0,"(10.0, 197.5777460770328, 444.81883024251067)","(10, 185, 428, 11, 210, 463)"
test_087.png,87,mitochondrion,12,915.0,"(11.0, 50.80327868852459, 1016.0327868852459)","(11, 8, 1007, 12, 87, 1023)"
test_087.png,87,mitochondrion,13,1166.0,"(12.0, 760.8885077186964, 385.69039451114924)","(12, 754, 325, 13, 767, 441)"
test_122.png,122,mitochondrion,1,1852.0,"(0.0, 342.4951403887689, 842.6679265658747)","(0, 318, 818, 1, 370, 869)"
test_122.png,122,mitochondrion,2,2563.0,"(1.0, 298.9129925868123, 614.285602809208)","(1, 273, 581, 2, 326, 649)"
test_122.png,122,mitochondrion,3,1617.0,"(2.0, 165.4786641929499, 393.8732220160792)","(2, 142, 373, 3, 190, 414)"
test_122.png,122,mitochondrion,4,1923.0,"(3.0, 752.9687987519501, 823.0416016640665)","(3, 736, 776, 4, 767, 859)"
test_122.png,122,mitochondrion,5,6155.0,"(4.0, 352.348984565394, 91.38862713241268)","(4, 296, 53, 5, 414, 126)"
test_122.png,122,mitochondrion,6,1947.0,"(5.0, 628.3097072419106, 405.48125321006677)","(5, 605, 381, 6, 653, 431)"
test_122.png,122,mitochondrion,7,4555.0,"(6.0, 232.26190998902305, 304.8919868276619)","(6, 191, 257, 7, 274, 358)"
test_122.png,122,mitochondrion,8,5325.0,"(7.0, 350.8843192488263, 250.3186854460094)","(7, 297, 206, 8, 418, 289)"
test_122.png,122,mitochondrion,9,3360.0,"(8.0, 255.17142857142858, 760.125)","(8, 222, 731, 9, 291, 791)"
test_122.png,122,mitochondrion,10,2526.0,"(9.0, 110.06373713380839, 296.5225653206651)","(9, 81, 268, 10, 141, 324)"
test_122.png,122,mitochondrion,11,470.0,"(10.0, 723.172340425532, 136.06382978723406)","(10, 712, 125, 11, 736, 148)"
test_122.png,122,mitochondrion,12,621.0,"(11.0, 55.65700483091788, 938.2979066022544)","(11, 42, 925, 12, 70, 952)"
test_154.png,154,mitochondrion,1,8862.0,"(0.0, 397.14037463326565, 281.2988038817423)","(0, 316, 220, 1, 487, 331)"
test_154.png,154,mitochondrion,2,3107.0,"(1.0, 250.03089797232056, 357.2668168651432)","(1, 225, 316, 2, 279, 394)"
test_154.png,154,mitochondrion,3,3204.0,"(2.0, 270.7112983770287, 577.3823345817727)","(2, 239, 544, 3, 304, 612)"
test_154.png,154,mitochondrion,4,5703.0,"(3.0, 413.60897773101874, 109.05909170611959)","(3, 362, 74, 4, 467, 146)"
test_154.png,154,mitochondrion,5,2618.0,"(4.0, 614.4950343773874, 396.93621084797553)","(4, 587, 368, 5, 643, 427)"
test_154.png,154,mitochondrion,6,1628.0,"(5.0, 341.3777641277641, 818.1633906633907)","(5, 320, 795, 6, 364, 842)"
test_154.png,154,mitochondrion,7,1935.0,"(6.0, 220.2935400516796, 740.774677002584)","(6, 198, 716, 7, 246, 766)"
test_154.png,154,mitochondrion,8,1221.0,"(7.0, 191.32678132678132, 909.009009009009)","(7, 172, 891, 8, 212, 929)"
test_154.png,154,mitochondrion,9,1935.0,"(8.0, 723.3989664082687, 851.0485788113695)","(8, 698, 817, 9, 748, 884)"
test_154.png,154,mitochondrion,10,1035.0,"(9.0, 68.46666666666667, 936.3246376811594)","(9, 48, 921, 10, 91, 952)"
test_154.png,154,mitochondrion,11,2757.0,"(10.0, 80.05331882480958, 303.8603554588321)","(10, 52, 274, 11, 112, 333)"
test_154.png,154,mitochondrion,12,691.0,"(11.0, 745.6454413892909, 1013.2633863965268)","(11, 720, 1003, 12, 766, 1022)"
test_154.png,154,mitochondrion,13,751.0,"(12.0, 249.13448735019972, 1012.0785619174434)","(12, 223, 1002, 13, 272, 1021)"
test_158.png,158,mitochondrion,1,8803.0,"(0.0, 401.7482676360332, 283.4270135181188)","(0, 320, 229, 1, 490, 333)"
test_158.png,158,mitochondrion,2,5416.0,"(1.0, 412.48689069423926, 107.31296159527326)","(1, 363, 74, 2, 464, 142)"
test_158.png,158,mitochondrion,3,1781.0,"(2.0, 337.2032565974172, 812.8119034250421)","(2, 315, 788, 3, 360, 838)"
test_158.png,158,mitochondrion,4,3110.0,"(3.0, 263.8128617363344, 571.5504823151125)","(3, 233, 540, 4, 297, 604)"
test_158.png,158,mitochondrion,5,2424.0,"(4.0, 246.21039603960395, 361.8329207920792)","(4, 223, 327, 5, 274, 393)"
test_158.png,158,mitochondrion,6,1897.0,"(5.0, 184.43173431734317, 903.4575645756457)","(5, 161, 878, 6, 209, 928)"
test_158.png,158,mitochondrion,7,2527.0,"(6.0, 73.04590423426988, 305.90858725761774)","(6, 46, 278, 7, 104, 334)"
test_158.png,158,mitochondrion,8,2379.0,"(7.0, 610.6418663303909, 394.3102143757881)","(7, 585, 365, 8, 638, 422)"
test_158.png,158,mitochondrion,9,1773.0,"(8.0, 715.9238578680203, 852.3998871968415)","(8, 691, 820, 9, 740, 884)"
test_158.png,158,mitochondrion,10,1060.0,"(9.0, 69.27452830188679, 937.1339622641509)","(9, 49, 921, 10, 92, 954)"
test_158.png,158,mitochondrion,11,2066.0,"(10.0, 211.51790900290416, 736.4641819941917)","(10, 186, 712, 11, 240, 761)"
test_158.png,158,mitochondrion,12,1084.0,"(11.0, 741.7795202952029, 1010.5894833948339)","(11, 712, 998, 12, 767, 1022)"
test_019.png,19,mitochondrion,1,8006.0,"(0.0, 412.6487634274294, 491.0890582063452)","(0, 382, 407, 1, 443, 579)"
test_019.png,19,mitochondrion,2,5734.0,"(1.0, 155.93756539937218, 850.4304150680153)","(1, 118, 800, 2, 201, 893)"
test_019.png,19,mitochondrion,3,2634.0,"(2.0, 72.25170842824602, 339.9783599088838)","(2, 43, 313, 3, 103, 367)"
test_019.png,19,mitochondrion,4,2640.0,"(3.0, 280.932196969697, 437.29583333333335)","(3, 258, 398, 4, 304, 479)"
test_019.png,19,mitochondrion,5,2035.0,"(4.0, 86.13955773955774, 648.1272727272727)","(4, 57, 624, 5, 117, 674)"
test_019.png,19,mitochondrion,6,2265.0,"(5.0, 468.06048565121415, 706.3713024282561)","(5, 437, 685, 6, 500, 728)"
test_019.png,19,mitochondrion,7,2819.0,"(6.0, 435.97623270663354, 956.6034054629301)","(6, 411, 924, 7, 464, 992)"
test_019.png,19,mitochondrion,8,1799.0,"(7.0, 55.038354641467485, 616.8849360755976)","(7, 36, 591, 8, 79, 646)"
test_019.png,19,mitochondrion,9,5631.0,"(8.0, 371.6796306162316, 815.3168176167643)","(8, 323, 781, 9, 423, 852)"
test_019.png,19,mitochondrion,10,6361.0,"(9.0, 599.0911806319762, 849.1697846250589)","(9, 563, 780, 10, 641, 918)"
test_019.png,19,mitochondrion,11,1516.0,"(10.0, 736.5864116094987, 436.052110817942)","(10, 719, 413, 11, 757, 462)"
test_019.png,19,mitochondrion,12,4661.0,"(11.0, 492.33855395837804, 545.3278266466424)","(11, 457, 498, 12, 535, 586)"
test_019.png,19,mitochondrion,13,3764.0,"(12.0, 53.8355472901169, 963.9391604675877)","(12, 20, 930, 13, 90, 998)"
test_019.png,19,mitochondrion,14,3322.0,"(13.0, 223.08007224563517, 218.52227573750753)","(13, 192, 183, 14, 257, 256)"
test_019.png,19,mitochondrion,15,1690.0,"(14.0, 381.3715976331361, 1007.3230769230769)","(14, 350, 989, 15, 414, 1022)"
test_019.png,19,mitochondrion,16,1581.0,"(15.0, 757.9259962049335, 357.1068943706515)","(15, 746, 307, 16, 767, 421)"
test_019.png,19,mitochondrion,17,871.0,"(16.0, 13.45809414466131, 230.52698048220435)","(16, 0, 215, 17, 32, 249)"
test_019.png,19,mitochondrion,18,647.0,"(17.0, 94.24884080370943, 1012.9907264296754)","(17, 74, 1003, 18, 115, 1022)"
test_019.png,19,mitochondrion,19,2410.0,"(18.0, 743.8053941908714, 892.0298755186722)","(18, 720, 860, 19, 765, 929)"
test_165.png,165,mitochondrion,1,8213.0,"(0.0, 418.0429806404481, 291.41690003652747)","(0, 337, 243, 1, 502, 337)"
test_165.png,165,mitochondrion,2,3108.0,"(1.0, 259.9916344916345, 562.613256113256)","(1, 228, 532, 2, 294, 595)"
test_165.png,165,mitochondrion,3,4542.0,"(2.0, 416.50902686041394, 104.44473800088068)","(2, 372, 74, 3, 465, 134)"
test_165.png,165,mitochondrion,4,1908.0,"(3.0, 207.80503144654088, 729.1132075471698)","(3, 185, 705, 4, 234, 754)"
test_165.png,165,mitochondrion,5,1111.0,"(4.0, 75.43924392439244, 933.938793879388)","(4, 54, 918, 5, 99, 951)"
test_165.png,165,mitochondrion,6,2431.0,"(5.0, 66.66310160427807, 303.2311805841218)","(5, 39, 275, 6, 95, 331)"
test_165.png,165,mitochondrion,7,1685.0,"(6.0, 334.4433234421365, 803.3281899109792)","(6, 313, 779, 7, 358, 829)"
test_165.png,165,mitochondrion,8,2659.0,"(7.0, 183.24106807070328, 899.3106430989094)","(7, 156, 869, 8, 212, 930)"
test_165.png,165,mitochondrion,9,1272.0,"(8.0, 609.3632075471698, 392.0990566037736)","(8, 589, 373, 9, 631, 411)"
test_165.png,165,mitochondrion,10,917.0,"(9.0, 246.0959651035987, 364.9422028353326)","(9, 232, 346, 10, 263, 384)"
test_165.png,165,mitochondrion,11,713.0,"(10.0, 330.1346423562412, 651.4810659186536)","(10, 318, 632, 11, 343, 669)"
test_165.png,165,mitochondrion,12,996.0,"(11.0, 706.7690763052209, 859.3644578313254)","(11, 687, 835, 12, 726, 882)"
test_068.png,68,mitochondrion,1,1599.0,"(0.0, 298.03377110694186, 500.09505941213257)","(0, 279, 475, 1, 319, 525)"
test_068.png,68,mitochondrion,2,5456.0,"(1.0, 312.18383431085044, 794.9921187683284)","(1, 263, 760, 2, 365, 830)"
test_068.png,68,mitochondrion,3,2731.0,"(2.0, 310.01794214573414, 887.9381179055291)","(2, 273, 866, 3, 350, 912)"
test_068.png,68,mitochondrion,4,4238.0,"(3.0, 686.2902312411514, 250.03020292590844)","(3, 653, 210, 4, 719, 290)"
test_068.png,68,mitochondrion,5,2423.0,"(4.0, 375.66364011555925, 685.4205530334297)","(4, 339, 663, 5, 415, 708)"
test_068.png,68,mitochondrion,6,3340.0,"(5.0, 161.56706586826348, 796.8053892215569)","(5, 119, 772, 6, 202, 824)"
test_068.png,68,mitochondrion,7,2150.0,"(6.0, 206.80186046511628, 441.5027906976744)","(6, 187, 408, 7, 228, 475)"
test_068.png,68,mitochondrion,8,2705.0,"(7.0, 542.0277264325324, 926.656931608133)","(7, 515, 896, 8, 571, 959)"
test_068.png,68,mitochondrion,9,3964.0,"(8.0, 147.17356205852673, 887.962916246216)","(8, 116, 850, 9, 177, 928)"
test_068.png,68,mitochondrion,10,932.0,"(9.0, 53.09442060085837, 952.0289699570816)","(9, 37, 936, 10, 71, 970)"
test_068.png,68,mitochondrion,11,5043.0,"(10.0, 446.1953202458854, 584.7023597065239)","(10, 404, 527, 11, 498, 633)"
test_068.png,68,mitochondrion,12,2867.0,"(11.0, 525.1077781653296, 569.3742588071154)","(11, 494, 542, 12, 558, 598)"
test_068.png,68,mitochondrion,13,2119.0,"(12.0, 81.17319490325626, 362.3091080698443)","(12, 57, 336, 13, 106, 390)"
test_068.png,68,mitochondrion,14,936.0,"(13.0, 159.41346153846155, 401.83867521367523)","(13, 143, 384, 14, 177, 420)"
test_068.png,68,mitochondrion,15,539.0,"(14.0, 12.554730983302411, 292.9851576994434)","(14, 1, 281, 15, 26, 306)"
test_068.png,68,mitochondrion,16,1882.0,"(15.0, 750.2895855472901, 126.40648246546228)","(15, 731, 70, 16, 766, 168)"
test_068.png,68,mitochondrion,17,460.0,"(16.0, 282.6891304347826, 1014.3630434782609)","(16, 266, 1006, 17, 300, 1022)"
test_068.png,68,mitochondrion,18,706.0,"(17.0, 759.1529745042493, 339.9702549575071)","(17, 751, 307, 18, 766, 374)"
test_065.png,65,mitochondrion,1,5056.0,"(0.0, 444.2373417721519, 580.6920490506329)","(0, 402, 524, 1, 494, 631)"
test_065.png,65,mitochondrion,2,1931.0,"(1.0, 298.9207664422579, 498.3671672708441)","(1, 279, 468, 2, 321, 527)"
test_065.png,65,mitochondrion,3,2548.0,"(2.0, 309.9521193092622, 889.4301412872842)","(2, 275, 868, 3, 348, 912)"
test_065.png,65,mitochondrion,4,2343.0,"(3.0, 382.5313700384123, 687.9376867264191)","(3, 348, 666, 4, 420, 711)"
test_065.png,65,mitochondrion,5,5623.0,"(4.0, 317.6462742308376, 796.1975813622621)","(4, 268, 761, 5, 371, 831)"
test_065.png,65,mitochondrion,6,1026.0,"(5.0, 53.94346978557505, 952.2846003898635)","(5, 37, 935, 6, 73, 971)"
test_065.png,65,mitochondrion,7,2968.0,"(6.0, 546.5464959568733, 923.711590296496)","(6, 519, 890, 7, 576, 958)"
test_065.png,65,mitochondrion,8,4232.0,"(7.0, 687.7989130434783, 250.6110586011342)","(7, 656, 209, 8, 720, 291)"
test_065.png,65,mitochondrion,9,2351.0,"(8.0, 209.18757975329646, 439.2569119523607)","(8, 189, 405, 9, 231, 476)"
test_065.png,65,mitochondrion,10,3291.0,"(9.0, 525.1589182619265, 567.2622303251292)","(9, 492, 538, 10, 561, 598)"
test_065.png,65,mitochondrion,11,4495.0,"(10.0, 146.28743047830923, 887.4596218020022)","(10, 111, 844, 11, 181, 930)"
test_065.png,65,mitochondrion,12,3413.0,"(11.0, 166.41898622912393, 797.8669791971872)","(11, 125, 772, 12, 207, 826)"
test_065.png,65,mitochondrion,13,2251.0,"(12.0, 81.42381163927143, 360.6734784540204)","(12, 56, 334, 13, 107, 390)"
test_065.png,65,mitochondrion,14,787.0,"(13.0, 159.69758576874204, 403.89072426937736)","(13, 147, 387, 14, 174, 422)"
test_065.png,65,mitochondrion,15,1524.0,"(14.0, 691.8930446194225, 934.4048556430446)","(14, 671, 903, 15, 714, 965)"
test_065.png,65,mitochondrion,16,585.0,"(15.0, 287.05128205128204, 1014.1367521367522)","(15, 265, 1006, 16, 308, 1022)"
test_065.png,65,mitochondrion,17,707.0,"(16.0, 716.004243281471, 490.5176803394625)","(16, 701, 475, 17, 731, 505)"
test_065.png,65,mitochondrion,18,1327.0,"(17.0, 757.5350414468727, 388.57121326299927)","(17, 749, 342, 18, 767, 438)"
test_063.png,63,mitochondrion,1,2073.0,"(0.0, 296.48866377231064, 496.34298118668596)","(0, 277, 464, 1, 320, 526)"
test_063.png,63,mitochondrion,2,2498.0,"(1.0, 308.55404323458765, 890.2033626901522)","(1, 274, 869, 2, 347, 913)"
test_063.png,63,mitochondrion,3,5226.0,"(2.0, 441.2078071182549, 577.9697665518561)","(2, 398, 518, 3, 492, 631)"
test_063.png,63,mitochondrion,4,5606.0,"(3.0, 318.44042097752407, 797.3729932215483)","(3, 269, 763, 4, 373, 833)"
test_063.png,63,mitochondrion,5,2418.0,"(4.0, 384.93300248138956, 689.0425971877585)","(4, 349, 667, 5, 423, 712)"
test_063.png,63,mitochondrion,6,2381.0,"(5.0, 209.36539269214614, 437.32843343133135)","(5, 189, 403, 6, 231, 474)"
test_063.png,63,mitochondrion,7,3114.0,"(6.0, 547.8028259473347, 922.7296082209377)","(6, 518, 889, 7, 579, 957)"
test_063.png,63,mitochondrion,8,3966.0,"(7.0, 688.2939989914271, 251.90847201210286)","(7, 659, 212, 8, 720, 292)"
test_063.png,63,mitochondrion,9,1993.0,"(8.0, 691.6337180130456, 933.6287004515806)","(8, 669, 900, 9, 716, 967)"
test_063.png,63,mitochondrion,10,3471.0,"(9.0, 524.3869201959089, 567.1097666378565)","(9, 490, 537, 10, 562, 598)"
test_063.png,63,mitochondrion,11,1103.0,"(10.0, 53.758839528558475, 951.970988213962)","(10, 36, 933, 11, 73, 972)"
test_063.png,63,mitochondrion,12,3307.0,"(11.0, 168.69277290595707, 798.4454188085879)","(11, 128, 773, 12, 207, 826)"
test_063.png,63,mitochondrion,13,5081.0,"(12.0, 146.781735878764, 885.6543987404054)","(12, 109, 842, 13, 183, 929)"
test_063.png,63,mitochondrion,14,2208.0,"(13.0, 80.68704710144928, 359.75)","(13, 56, 334, 14, 107, 388)"
test_063.png,63,mitochondrion,15,779.0,"(14.0, 433.16816431322206, 972.788189987163)","(14, 418, 957, 15, 449, 990)"
test_063.png,63,mitochondrion,16,2827.0,"(15.0, 755.1075344888575, 367.9377431906615)","(15, 741, 302, 16, 767, 444)"
test_063.png,63,mitochondrion,17,528.0,"(16.0, 160.03030303030303, 403.70075757575756)","(16, 150, 389, 17, 172, 419)"
test_063.png,63,mitochondrion,18,1165.0,"(17.0, 757.187982832618, 405.2635193133047)","(17, 746, 370, 18, 767, 445)"
test_113.png,113,mitochondrion,1,1728.0,"(0.0, 165.60011574074073, 395.0827546296296)","(0, 143, 374, 1, 191, 417)"
test_113.png,113,mitochondrion,2,2205.0,"(1.0, 307.3641723356009, 626.8303854875284)","(1, 283, 597, 2, 335, 657)"
test_113.png,113,mitochondrion,3,4175.0,"(2.0, 343.3089820359281, 86.67473053892216)","(2, 298, 56, 3, 386, 116)"
test_113.png,113,mitochondrion,4,3405.0,"(3.0, 219.96651982378856, 284.65080763582966)","(3, 184, 246, 4, 257, 329)"
test_113.png,113,mitochondrion,5,3931.0,"(4.0, 267.0536759094378, 766.1846858305775)","(4, 230, 735, 5, 309, 798)"
test_113.png,113,mitochondrion,6,2058.0,"(5.0, 340.8090379008746, 852.1817298347911)","(5, 314, 827, 6, 369, 878)"
test_113.png,113,mitochondrion,7,2050.0,"(6.0, 114.80878048780488, 297.2785365853658)","(6, 90, 271, 7, 143, 324)"
test_113.png,113,mitochondrion,8,1116.0,"(7.0, 116.15770609318996, 773.8297491039426)","(7, 94, 759, 8, 139, 789)"
test_113.png,113,mitochondrion,9,1163.0,"(8.0, 757.1049011177988, 818.6354256233878)","(8, 746, 778, 9, 768, 851)"
test_113.png,113,mitochondrion,10,1547.0,"(9.0, 479.35164835164835, 604.8093083387201)","(9, 453, 582, 10, 507, 626)"
test_113.png,113,mitochondrion,11,2161.0,"(10.0, 341.4770939379917, 244.24062933826931)","(10, 307, 217, 11, 383, 268)"
test_113.png,113,mitochondrion,12,646.0,"(11.0, 54.88235294117647, 940.2321981424149)","(11, 41, 927, 12, 70, 955)"
test_020.png,20,mitochondrion,1,7994.0,"(0.0, 412.73254941205903, 493.39729797348014)","(0, 381, 410, 1, 444, 580)"
test_020.png,20,mitochondrion,2,2696.0,"(1.0, 72.93768545994065, 339.808234421365)","(1, 43, 313, 2, 104, 367)"
test_020.png,20,mitochondrion,3,5719.0,"(2.0, 155.2329078510229, 852.4151075362826)","(2, 117, 801, 3, 201, 896)"
test_020.png,20,mitochondrion,4,5588.0,"(3.0, 370.2263779527559, 815.1630279169649)","(3, 323, 780, 4, 420, 851)"
